Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label,prob_alive,predicted_purchases_12m,avg_order_value,clv_12m,clv_tier
13889,93,1,416.9,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,416.9,170.77,Bronze
13890,1,10,1883.81,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,8.29,188.38,10297.31,Platinum
13892,27,4,632.97,4,4,3,443,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,158.24,3229.02,Gold
13893,298,1,821.1,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,821.1,336.35,Bronze
13894,24,3,564.62,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9995,2.16,188.21,2752.59,Silver
13895,28,4,2593.07,4,4,5,445,Champions,3,🟢 Promising Mid-Tier,0.9997,3.04,648.27,12977.87,Platinum
13897,50,1,311.16,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,311.16,127.46,Bronze
13898,326,1,155.93,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,155.93,63.87,Bronze
13899,16,2,388.52,4,3,2,432,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,194.26,1742.11,Silver
13900,183,3,740.95,1,3,3,133,At Risk,3,🟢 Promising Mid-Tier,0.9983,2.16,246.98,3580.96,Gold
13901,72,5,2867.2,3,4,5,345,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.91,573.44,14769.13,Platinum
13904,37,2,332.64,3,3,2,332,Potential Loyalists,1,🟢 Promising Mid-Tier,0.9985,1.28,166.32,1506.17,Silver
13908,80,4,2369.55,2,4,5,245,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.04,592.39,11863.87,Platinum
13911,57,9,2580.91,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,7.42,286.77,13991.72,Platinum
13914,12,2,626.45,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,313.23,2746.05,Silver
13917,50,2,272.04,3,3,2,332,Potential Loyalists,1,🟢 Promising Mid-Tier,0.9984,1.28,136.02,1250.42,Silver
13918,50,2,1212.84,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9984,1.28,606.42,5219.09,Gold
13919,59,2,348.81,3,3,2,332,Potential Loyalists,0,❄️  Inactive / Lost,0.9983,1.28,174.4,1574.17,Silver
13922,352,1,172.25,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,172.25,70.56,Bronze
13923,54,1,351.13,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,351.13,143.83,Bronze
13924,2,6,1838.85,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,4.79,306.47,9685.65,Gold
13925,93,4,678.25,2,4,3,243,At Risk,3,🟢 Promising Mid-Tier,0.9994,3.04,169.56,3453.3,Gold
13926,23,1,223.85,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,223.85,91.7,Bronze
13927,75,1,348.99,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,348.99,142.96,Bronze
13928,11,4,464.57,5,4,2,542,Need Attention,1,🟢 Promising Mid-Tier,0.9997,3.04,116.14,2391.54,Silver
13929,169,2,842.65,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9972,1.28,421.32,3652.94,Gold
13930,58,2,337.34,3,3,2,332,Potential Loyalists,0,❄️  Inactive / Lost,0.9984,1.28,168.67,1525.8,Silver
13931,96,2,1237.53,2,3,4,234,At Risk,3,🟢 Promising Mid-Tier,0.9981,1.28,618.76,5321.4,Gold
13932,295,1,307.4,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,307.4,125.92,Bronze
13933,109,2,608.79,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9979,1.28,304.4,2669.71,Silver
13934,264,1,922.1,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,922.1,377.72,Bronze
13936,180,1,376.58,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,376.58,154.26,Bronze
13937,169,1,158.85,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,158.85,65.07,Bronze
13938,35,1,71.66,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,71.66,29.35,Bronze
13939,23,3,568.55,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9995,2.16,189.52,2771.16,Silver
13940,17,4,839.14,4,4,3,443,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,209.78,4254.54,Gold
13941,22,5,5112.96,4,4,5,445,Champions,2,🏆 High Value Active,0.9998,3.91,1022.59,26280.67,Platinum
13946,79,3,561.57,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9993,2.16,187.19,2737.62,Silver
13947,65,1,90.6,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,90.6,37.11,Bronze
13948,361,1,102.0,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,102.0,41.78,Bronze
13949,3,6,2427.32,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,4.79,404.55,12760.77,Platinum
13950,11,4,745.06,5,4,3,543,Loyal Customers,1,🟢 Promising Mid-Tier,0.9997,3.04,186.26,3786.66,Gold
13951,176,3,674.45,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9985,2.16,224.82,3267.69,Gold
13952,218,2,3251.07,1,3,5,135,At Risk,3,🟢 Promising Mid-Tier,0.9961,1.28,1625.54,13785.06,Platinum
13953,7,7,3515.68,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,5.66,502.24,18699.91,Platinum
13954,2,2,439.92,5,3,2,532,Need Attention,1,🟢 Promising Mid-Tier,0.9987,1.28,219.96,1959.12,Silver
13955,154,2,322.96,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9974,1.28,161.48,1463.74,Silver
13956,5,5,1026.42,5,4,4,544,Champions,1,🟢 Promising Mid-Tier,0.9998,3.91,205.28,5338.41,Gold
13959,79,3,598.2,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9993,2.16,199.4,2910.56,Silver
13960,21,2,230.22,4,3,1,431,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,115.11,1074.18,Silver
13962,22,2,169.55,4,3,1,431,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,84.78,818.2,Silver
13963,308,4,664.54,1,4,3,143,At Risk,3,🟢 Promising Mid-Tier,0.9758,2.96,166.14,3304.97,Gold
13967,146,1,80.7,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,80.7,33.06,Bronze
13969,7,18,9053.94,5,5,5,555,Champions,2,🏆 High Value Active,1.0,15.3,503.0,50425.69,Platinum
13971,19,8,2758.26,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,6.54,344.78,14835.16,Platinum
13972,71,2,190.25,3,3,1,331,Potential Loyalists,0,❄️  Inactive / Lost,0.9983,1.28,95.12,905.26,Silver
13973,287,1,264.7,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,264.7,108.43,Bronze
13974,49,1,413.59,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,413.59,169.42,Bronze
13975,31,6,2526.28,4,5,5,455,Champions,3,🟢 Promising Mid-Tier,0.9998,4.79,421.05,13277.08,Platinum
13976,207,1,357.98,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,357.98,146.64,Bronze
13978,15,2,196.79,4,3,1,431,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,98.4,933.17,Silver
13979,73,1,869.87,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,869.87,356.32,Bronze
13980,60,1,200.14,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,200.14,81.98,Bronze
13982,39,4,1871.81,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,467.95,9390.28,Gold
13983,30,12,2603.43,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,10.04,216.95,14332.33,Platinum
13984,27,5,920.51,4,4,3,443,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,3.91,184.1,4795.4,Gold
13985,4,15,7060.13,5,5,5,555,Champions,2,🏆 High Value Active,1.0,12.67,470.68,39100.39,Platinum
13986,17,1,320.46,4,1,2,412,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,320.46,131.27,Bronze
13988,20,6,4147.96,4,5,5,455,Champions,2,🏆 High Value Active,0.9998,4.79,691.33,21751.49,Platinum
13989,66,2,1266.08,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,633.04,5443.09,Gold
13990,213,1,311.3,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,311.3,127.52,Bronze
13991,12,6,854.97,5,5,3,553,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,4.79,142.5,4544.14,Gold
13992,30,1,76.8,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,76.8,31.46,Bronze
13993,43,9,3466.36,3,5,5,355,Loyal Customers,2,🏆 High Value Active,0.9998,7.42,385.15,18767.96,Platinum
13994,4,6,2313.14,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,4.79,385.52,12164.09,Platinum
13995,15,5,1393.69,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,278.74,7220.5,Gold
13999,10,12,3901.81,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.04,325.15,21445.02,Platinum
14000,211,1,635.66,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,635.66,260.38,Bronze
14001,46,3,2043.08,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,681.03,9733.49,Gold
14002,134,2,529.73,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9977,1.28,264.86,2335.72,Silver
14004,43,7,4582.64,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,5.66,654.66,24349.9,Platinum
14005,10,5,2874.72,5,4,5,545,Champions,2,🏆 High Value Active,0.9998,3.91,574.94,14810.66,Platinum
14006,116,3,962.19,2,3,4,234,At Risk,3,🟢 Promising Mid-Tier,0.9991,2.16,320.73,4628.01,Gold
14009,198,2,695.61,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9966,1.28,347.8,3031.71,Gold
14012,278,1,328.8,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,328.8,134.69,Bronze
14013,110,3,473.02,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9992,2.16,157.67,2319.14,Silver
14014,77,1,505.18,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,505.18,206.94,Bronze
14015,53,1,917.34,3,1,3,313,Need Attention,1,🟢 Promising Mid-Tier,1.0,0.41,917.34,375.77,Bronze
14016,162,4,4341.21,2,4,5,245,At Risk,3,🟢 Promising Mid-Tier,0.9987,3.03,1085.3,21650.98,Platinum
14019,47,3,1421.61,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,473.87,6798.97,Gold
14020,17,2,642.8,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,321.4,2814.97,Silver
14021,155,3,631.9,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9987,2.16,210.63,3067.86,Gold
14022,225,1,440.0,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,440.0,180.24,Bronze
14023,7,2,584.07,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,292.04,2567.3,Silver
14024,122,2,327.7,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9978,1.28,163.85,1484.31,Silver
14027,61,1,104.82,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,104.82,42.94,Bronze
14029,63,2,467.66,3,3,2,332,Potential Loyalists,0,❄️  Inactive / Lost,0.9983,1.28,233.83,2075.44,Silver
14030,18,8,2360.09,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,6.54,295.01,12704.41,Platinum
14031,7,19,17286.86,5,5,5,555,Champions,2,🏆 High Value Active,1.0,16.18,909.83,96366.24,Platinum
14032,2,11,2975.59,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,9.17,270.51,16304.01,Platinum
14034,22,3,651.82,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9995,2.16,217.27,3164.39,Gold
14035,29,5,1428.02,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,285.6,7396.18,Gold
14036,285,1,626.65,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,626.65,256.69,Bronze
14037,176,2,147.2,2,3,1,231,Need Attention,0,❄️  Inactive / Lost,0.997,1.28,73.6,722.8,Silver
14038,78,3,1560.38,2,3,4,234,At Risk,3,🟢 Promising Mid-Tier,0.9993,2.16,520.13,7453.26,Gold
14039,33,1,152.2,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,152.2,62.35,Bronze
14040,41,12,3614.92,3,5,5,355,Loyal Customers,2,🏆 High Value Active,0.9998,10.04,301.24,19871.45,Platinum
14041,266,1,141.41,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,141.41,57.93,Bronze
14044,27,4,652.82,4,4,3,443,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,163.21,3327.75,Gold
14045,109,4,1659.75,2,4,4,244,At Risk,3,🟢 Promising Mid-Tier,0.9993,3.04,414.94,8332.75,Gold
14046,284,1,151.59,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,151.59,62.1,Bronze
14047,9,5,1308.61,5,4,4,544,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,261.72,6784.56,Gold
14048,305,1,409.93,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,409.93,167.92,Bronze
14049,17,4,5681.72,4,4,5,445,Champions,3,🟢 Promising Mid-Tier,0.9997,3.04,1420.43,28340.53,Platinum
14050,32,2,746.36,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,373.18,3251.64,Gold
14051,1,23,15610.39,5,5,5,555,Champions,2,🏆 High Value Active,1.0,19.68,678.71,87460.46,Platinum
14052,20,1,225.36,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,225.36,92.31,Bronze
14053,124,2,260.25,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9978,1.28,130.12,1199.93,Silver
14054,65,1,92.46,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,92.46,37.87,Bronze
14055,106,1,725.64,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,725.64,297.24,Bronze
14056,1,23,8214.65,5,5,5,555,Champions,2,🏆 High Value Active,1.0,19.68,357.16,46058.09,Platinum
14057,24,17,6217.96,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,14.42,365.76,34590.21,Platinum
14059,267,1,183.6,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,183.6,75.21,Bronze
14060,5,19,6140.42,5,5,5,555,Champions,2,🏆 High Value Active,1.0,16.18,323.18,34276.34,Platinum
14062,10,12,10464.85,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.04,872.07,57394.1,Platinum
14064,29,5,1353.74,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,270.75,7015.52,Gold
14066,267,1,152.55,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,152.55,62.49,Bronze
14067,64,2,374.7,3,3,2,332,Potential Loyalists,0,❄️  Inactive / Lost,0.9983,1.28,187.35,1683.32,Silver
14068,320,1,265.85,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,265.85,108.9,Bronze
14071,4,8,1424.0,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,6.54,178.0,7695.2,Gold
14073,32,1,151.04,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,151.04,61.87,Bronze
14075,5,3,942.26,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,314.09,4536.11,Gold
14076,129,1,122.47,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,122.47,50.17,Bronze
14077,41,5,499.42,3,4,3,343,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.91,99.88,2637.34,Silver
14078,102,6,1049.37,2,5,4,254,At Risk,3,🟢 Promising Mid-Tier,0.9994,4.79,174.9,5557.51,Gold
14079,125,1,375.1,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,375.1,153.65,Bronze
14080,33,1,45.6,4,1,1,411,New Customers,0,❄️  Inactive / Lost,1.0,0.41,45.6,18.68,Bronze
14081,302,2,934.52,1,3,4,134,At Risk,0,❄️  Inactive / Lost,0.9913,1.27,467.26,4016.1,Gold
14082,365,1,182.25,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,182.25,74.65,Bronze
14083,4,9,1018.43,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,7.42,113.16,5566.94,Gold
14085,2,18,4448.54,5,5,5,555,Champions,2,🏆 High Value Active,1.0,15.3,247.14,24812.77,Platinum
14087,3,1,194.42,5,1,1,511,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,194.42,79.64,Bronze
14088,10,13,50491.81,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.92,3883.99,277620.48,Platinum
14089,57,1,161.0,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,161.0,65.95,Bronze
14090,325,1,76.32,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,76.32,31.26,Bronze
14092,8,14,4076.91,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,11.8,291.21,22550.54,Platinum
14093,12,1,442.85,5,1,2,512,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,442.85,181.4,Bronze
14096,4,17,53258.43,5,5,5,555,Champions,2,🏆 High Value Active,1.0,14.42,3132.85,295746.37,Platinum
14098,37,1,147.35,3,1,1,311,Promising,1,🟢 Promising Mid-Tier,1.0,0.41,147.35,60.36,Bronze
14099,16,11,3104.17,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,9.17,282.2,17004.91,Platinum
14100,138,1,194.9,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,194.9,79.84,Bronze
14101,74,6,5976.79,2,5,5,255,At Risk,3,🟢 Promising Mid-Tier,0.9996,4.79,996.13,31301.54,Platinum
14102,5,5,1360.28,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.91,272.06,7049.42,Gold
14104,155,2,216.21,2,3,1,231,Need Attention,0,❄️  Inactive / Lost,0.9974,1.28,108.1,1013.86,Silver
14105,239,1,1266.23,1,1,4,114,Can't Lose Them,0,❄️  Inactive / Lost,1.0,0.41,1266.23,518.68,Silver
14107,52,7,2703.23,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,5.66,386.18,14394.01,Platinum
14108,31,2,597.91,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,298.96,2625.37,Silver
14109,73,1,144.2,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,144.2,59.07,Bronze
14110,4,12,5683.15,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.04,473.6,31202.66,Platinum
14111,14,4,692.85,4,4,3,443,Loyal Customers,1,🟢 Promising Mid-Tier,0.9997,3.04,173.21,3526.95,Gold
14112,23,7,2915.15,4,5,5,455,Champions,2,🏆 High Value Active,0.9998,5.66,416.45,15518.03,Platinum
14113,4,4,1840.42,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.04,460.1,9234.97,Gold
14114,274,2,386.53,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.9936,1.28,193.26,1725.12,Silver
14116,20,5,1382.74,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,276.55,7164.3,Gold
14117,144,1,90.0,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,90.0,36.87,Bronze
14121,4,4,2780.15,5,4,5,545,Champions,2,🏆 High Value Active,0.9998,3.04,695.04,13909.12,Platinum
14124,84,1,419.58,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,419.58,171.87,Bronze
14125,11,3,2740.43,5,3,5,535,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,2.16,913.48,13027.67,Platinum
14126,8,3,706.13,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,235.38,3420.98,Gold
14127,123,3,709.71,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9991,2.16,236.57,3436.07,Gold
14128,61,2,637.5,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,318.75,2791.87,Silver
14129,2,5,1123.86,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.91,224.77,5837.82,Gold
14130,319,1,483.86,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,483.86,198.2,Bronze
14132,2,11,3586.03,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,9.17,326.0,19633.76,Platinum
14133,130,3,605.64,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.999,2.16,201.88,2944.7,Silver
14135,2,15,4690.31,5,5,5,555,Champions,2,🏆 High Value Active,1.0,12.67,312.69,26000.18,Platinum
14138,2,2,982.38,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9987,1.28,491.19,4248.04,Gold
14139,46,1,415.82,3,1,2,312,Promising,1,🟢 Promising Mid-Tier,1.0,0.41,415.82,170.33,Bronze
14140,4,2,935.05,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9987,1.28,467.52,4048.29,Gold
14141,3,4,915.13,5,4,3,543,Loyal Customers,1,🟢 Promising Mid-Tier,0.9998,3.04,228.78,4632.64,Gold
14142,373,1,311.81,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,311.81,127.73,Bronze
14143,134,1,115.8,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,115.8,47.43,Bronze
14145,47,4,3742.2,3,4,5,345,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,935.55,18692.19,Platinum
14146,9,5,4191.0,5,4,5,545,Champions,2,🏆 High Value Active,0.9998,3.91,838.2,21556.48,Platinum
14147,78,2,483.4,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9982,1.28,241.7,2141.59,Silver
14148,234,1,157.2,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,157.2,64.39,Bronze
14149,221,1,446.62,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,446.62,182.95,Bronze
14150,36,2,658.64,3,3,3,333,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,329.32,2881.5,Silver
14152,75,2,621.29,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9982,1.28,310.64,2723.22,Silver
14154,239,2,1345.62,1,3,4,134,At Risk,3,🟢 Promising Mid-Tier,0.9954,1.28,672.81,5761.76,Gold
14155,266,1,118.75,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,118.75,48.64,Bronze
14156,10,55,117379.63,5,5,5,555,Champions,2,🏆 High Value Active,1.0,47.71,2134.18,666142.41,Platinum
14157,20,2,432.88,4,3,2,432,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,216.44,1929.24,Silver
14158,40,1,507.66,3,1,3,313,Need Attention,1,🟢 Promising Mid-Tier,1.0,0.41,507.66,207.95,Bronze
14159,20,11,4690.64,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,9.17,426.42,25658.09,Platinum
14161,216,3,1110.52,1,3,4,134,At Risk,3,🟢 Promising Mid-Tier,0.9976,2.16,370.17,5320.03,Gold
14162,174,2,289.36,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9971,1.28,144.68,1321.72,Silver
14163,87,4,2445.91,2,4,5,245,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.04,611.48,12243.13,Platinum
14164,71,2,1631.77,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,815.88,6985.3,Gold
14165,276,1,122.54,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,122.54,50.2,Bronze
14167,39,4,574.84,3,4,3,343,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,143.71,2939.8,Silver
14171,98,1,363.79,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,363.79,149.02,Bronze
14173,11,4,450.84,5,4,2,542,Need Attention,1,🟢 Promising Mid-Tier,0.9997,3.04,112.71,2323.25,Silver
14174,33,1,134.46,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,134.46,55.08,Bronze
14175,60,3,3222.3,3,3,5,335,Loyal Customers,3,🟢 Promising Mid-Tier,0.9994,2.16,1074.1,15300.8,Platinum
14176,297,4,576.9,1,4,3,143,At Risk,0,❄️  Inactive / Lost,0.9825,2.98,144.22,2899.49,Silver
14177,86,4,559.41,2,4,3,243,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.04,139.85,2862.51,Silver
14178,9,7,1600.93,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,5.66,228.7,8556.35,Gold
14179,41,2,719.78,3,3,3,333,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,359.89,3139.34,Gold
14180,11,25,4748.52,5,5,5,555,Champions,2,🏆 High Value Active,1.0,21.43,189.94,26703.49,Platinum
14184,67,1,452.89,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,452.89,185.52,Bronze
14185,331,1,197.65,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,197.65,80.96,Bronze
14188,31,6,2054.36,4,5,5,455,Champions,3,🟢 Promising Mid-Tier,0.9998,4.79,342.39,10811.14,Platinum
14189,2,15,4654.08,5,5,5,555,Champions,2,🏆 High Value Active,1.0,12.67,310.27,25799.9,Platinum
14191,2,13,4684.76,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.92,360.37,25824.57,Platinum
14193,68,2,853.39,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,426.7,3702.33,Gold
14194,5,21,11349.52,5,5,5,555,Champions,2,🏆 High Value Active,1.0,17.93,540.45,63465.08,Platinum
14195,202,2,1012.0,1,3,4,134,At Risk,0,❄️  Inactive / Lost,0.9965,1.28,506.0,4363.54,Gold
14196,107,1,335.52,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,335.52,137.44,Bronze
14198,18,4,701.4,4,4,3,443,Loyal Customers,1,🟢 Promising Mid-Tier,0.9997,3.04,175.35,3569.45,Gold
14199,218,1,185.4,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,185.4,75.94,Bronze
14201,60,7,747.44,3,5,3,353,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,5.66,106.78,4034.27,Gold
14204,2,1,161.03,5,1,1,511,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,161.03,65.96,Bronze
